k	cluster	item	itemConsensus
839	3	3	TCGA.H7.7774.01	0.00398759415152858
840	3	3	TCGA.H7.8501.01	0.00479511769834351
841	3	3	TCGA.HD.7832.01	0.0321708223150291
842	3	3	TCGA.HD.A6I0.01	0.00419384902143523
843	3	3	TCGA.HL.7533.01	0.00712683720983185
844	3	3	TCGA.KU.A6H7.01	0.00386100386100386
845	3	3	TCGA.MT.A51W.01	0.0105936257176502
846	3	3	TCGA.MT.A67F.01	0.00310146211785556
847	3	3	TCGA.P3.A5Q5.01	0.00317965023847377
848	3	3	TCGA.P3.A6SW.01	0.00282371924162969
849	3	3	TCGA.QK.A64Z.01	0.00857964054474748
850	3	3	TCGA.QK.A6IF.01	0.00471900471900472
851	3	3	TCGA.QK.A6IG.01	0.00284495021337127
852	3	3	TCGA.QK.A6IJ.01	0.00343200343200343
853	3	3	TCGA.QK.A6V9.01	0.00366468163078333
854	3	3	TCGA.QK.A8Z9.01	0.00613974832414253
855	3	3	TCGA.RS.A6TP.01	0.00883100129902228
856	3	3	TCGA.T2.A6X0.01	0.00284495021337127
857	3	3	TCGA.T2.A6X2.01	0.00474158368895211
858	3	3	TCGA.T3.A92N.01	0.00415800415800416
859	3	3	TCGA.UF.A7JT.01	0.00415800415800416
860	3	3	TCGA.CV.7428.01	0.332246305280607
861	3	3	TCGA.CV.7254.01	0.321522530077588
862	3	3	TCGA.RS.A6TO.01	0.772505510685178
863	3	3	TCGA.CV.7099.01	0.0424306661771111
864	3	3	TCGA.CQ.A4CB.01	0.0308790662399192
865	3	3	TCGA.UF.A7JO.01	0.953769398764439
